"Title","Default language","Default text","es text","Variant status","Placeholder"
"Component::Liferay API","English","Liferay API","API de Liferay","Active","dc.component-liferay_api"
"Component::Liferay Sync","English","Liferay Sync","Liferay Sync","Active","dc.component-liferay_sync"
"Component::Localization","English","Localization","Localización","Active","dc.component-localization"
"Component::Networking","English","Networking","Networking","Active","dc.component-networking"
"Component::Patch Management","English","Patch Management","Gestión de parches","Active","dc.component-patch_management"
"Component::Performance","English","Performance","Rendimiento","Active","dc.component-performance"
"Component::Portal Configuration","English","Portal Configuration","Configuración del Portal","Active","dc.component-portal_configuration"
"Component::Recycle Bin","English","Recycle Bin","Papelera de reciclaje","Active","dc.component-recycle_bin"
"Component::Reporting","English","Reporting","Informes","Active","dc.component-reporting"
"Component::Search Engine Optimization, Analytics","English","Search Engine Optimization, Analytics","Optimización del motor de búsqueda, Analíticas ","Active","dc.component-search_engine_optimization_analytics"
"Component::Search & Indexing","English","Search & Indexing","Búsqueda e Indexación","Active","dc.component-search_indexing"
"Component::Security","English","Security","Seguridad","Active","dc.component-security"
"Component::Shopping Experience","English","Shopping Experience","Experiencia de compra","Active","dc.component-shopping_experience"
"Component::Site Management","English","Site Management","Administración del sitio","Active","dc.component-site_management"
"Component::Social Networking","English","Social Networking","Redes sociales","Active","dc.component-social_networking"
"Component::Social Office","English","Social Office","Social Office","Active","dc.component-social_office"
"Component::Staging, Export/Import","English","Staging, Export/Import","Staging, Exportar/Importar","Active","dc.component-staging_export_import"
"Component::System Availability","English","System Availability","Disponibilidad del sistema","Active","dc.component-system_availability"
"Component::UI Infrastructure, Accessibility","English","UI Infrastructure, Accessibility","Infraestructura UI, Accesibilidad","Active","dc.component-ui_infrastructure_accessibility"
"Component::Upgrade","English","Upgrade","Migración","Active","dc.component-upgrade"
"Component::User, Membership, Role Management","English","User, Membership, Role Management","Usuarios, Membresía, Gestión de roles","Active","dc.component-user_membership_role_management"
"Component::VPN","English","VPN","VPN","Active","dc.component-vpn"
"Component::Web Content","English","Web Content","Contenido web","Active","dc.component-web_content"
"Component::Workflow, Workflow Forms","English","Workflow, Workflow Forms","Flujos de trabajo, Formularios del flujo de trabajo","Active","dc.component-workflow_workflow_forms"
"Component::Activation Key & Project Administration","English","Activation Key & Project Administration","Códigos de activación & Administración del proyecto","Active","dc.component_field-activation_key_project_administration"
"Component:UI","English","UI","UI","Active","dc.component_ui"
"Contact Us","English","Contact Us","Contacta con nosotros","Active","dc.contact_us"
"Development Guide","English","Development Guide","Guía para desarrollo","Active","dc.development_guide"
"Documentation::Liferay Analytics Cloud","English","Liferay Analytics Cloud","Liferay Analytics Cloud","Active","dc.documentation-liferay_analytics_cloud"
"Documentation::Liferay Commerce","English","Liferay Commerce","Liferay Commerce","Active","dc.documentation-liferay_commerce"
"Documentation::Liferay DXP 7.0","English","Liferay DXP 7.0","Liferay DXP 7.0","Active","dc.documentation-liferay_dxp_7_0"
"Documentation::Liferay DXP 7.1","English","Liferay DXP 7.1","Liferay DXP 7.1","Active","dc.documentation-liferay_dxp_7_1"
"Documentation::Liferay DXP Cloud","English","Liferay DXP Cloud","Liferay DXP Cloud","Active (Out of date)","dc.documentation-liferay_dxp_cloud"
"Documentation::Liferay DXP Components","English","Liferay DXP Components","Componentes de Liferay DXP","Active","dc.documentation-liferay_dxp_components"
"Documentation::Liferay Portal 5.2","English","Liferay Portal 5.2","Liferay Portal 5.2","Active","dc.documentation-liferay_portal_5_2"
"Documentation::Liferay Portal 6.0","English","Liferay Portal 6.0","Liferay Portal 6.0","Active","dc.documentation-liferay_portal_6_0"
"Documentation::Liferay Portal 6.1","English","Liferay Portal 6.1","Liferay Portal 6.1","Active","dc.documentation-liferay_portal_6_1"
"Documentation::Liferay Portal 6.2","English","Liferay Portal 6.2","Liferay Portal 6.2","Active","dc.documentation-liferay_portal_6_2"
"DXP Cloud","English","DXP Cloud","DXP Cloud","Active","dc.dxp_cloud"
"DXP Cloud::Admin Guide Card Description","English","Learn how to use all the features in Liferay DXP Cloud.","Aprende a utilizar todas las funcionalidades de Liferay DXP Cloud","Active","dc.dxp_cloud-admin_guide_card_description"
"DXP Cloud::Announcements Card Description","English","See product updates, announcements, and releases notes from Liferay DXP Cloud.","","","dc.dxp_cloud-announcements_card_description"
"DXP Cloud::Application Management","English","Application Management","Gestión de la aplicación","Active","dc.dxp_cloud-application_management"
"DXP Cloud::Collaboration","English","Collaboration","Colaboración","Active","dc.dxp_cloud-collaboration"
"DXP Cloud::Development Lifecycle","English","Development Lifecycle","Ciclo de desarrollo","Active","dc.dxp_cloud-development_lifecycle"
"DXP Cloud::Monitoring","English","Monitoring","Monitorización","Active","dc.dxp_cloud-monitoring"
"DXP Cloud::Page Heading","English","Liferay DXP Cloud ","Liferay DXP Cloud ","Active","dc.dxp_cloud-page_heading"
"DXP Cloud::Reference","English","Reference","Referencia","Active","dc.dxp_cloud-reference"
"DXP Cloud::Security","English","Security","Seguridad","Active","dc.dxp_cloud-security"
"DXP Cloud::Services","English","Services","Servicios","Active","dc.dxp_cloud-services"
"DXP Cloud::Support Coverage Card Description","English","Learn more about support coverage for Liferay DXP Cloud.","Conoce más acerca del alcance del servicio de soporte para Liferay DXP Cloud","Active","dc.dxp_cloud-support_coverage_card_description"
"DXP Cloud:: Knowledge Base Card Description","English","The most frequently asked questions and answers about Liferay DXP Cloud.","","","dc.dxp_cloud-_knowledge_base_card_description"
"Environment::Non-Production","English","Non-Production","No producción","Active","dc.environment-non-production"
"Environment::Not Available","English","Not Available","No disponible","Active","dc.environment-not_available"
"Environment::Production","English","Production","Producción","Active","dc.environment-production"
"Footer::Account Support","English","Account Support","Soporte de la cuenta","Active","dc.footer-account_support"
"Footer::All Rights Reserved","English","All Rights Reserved","Todos los derechos reservados","Active","dc.footer-all_rights_reserved"
"Footer::Contact Us","English","Contact Us","Contacta con nosotros","Active","dc.footer-contact_us"
"Footer::LESA","English","LESA","LESA","Active","dc.footer-lesa"
"Footer::Liferay.com","English","Liferay.com","Liferay.com","Active","dc.footer-liferay_com"
"Footer::Marketplace","English","Marketplace","Marketplace","Active","dc.footer-marketplace"
"Footer::Related Sites","English","Related Sites","Sitios relacionados","Active","dc.footer-related_sites"
"Footer::Subscription","English","Subscription","Suscripciones","Active","dc.footer-subscription"
"Getting Started","English","Getting Started","Empezando","Active","dc.getting_started"
"Help Center","English","Help Center","Help Center","Active","dc.help_center"
"Homepage::Announcement Subscribe Button","English","Subscribe","Suscríbete","Active","dc.homepage-announcement_subscribe_button"
"Homepage::Announcement Subscribe Description","English","Get the latest updates on products, patches, and system improvements.","Consigue las últimas actualizaciones de los productos, parches y mejoras del sistema","Active","dc.homepage-announcement_subscribe_description"
"Homepage::Announcement Subscribe Heading","English","Receive Notifications","Recibe notificaciones","Active","dc.homepage-announcement_subscribe_heading"
"Homepage::Ask the Community","English","Ask the Community","Pregunta en la Comunidad","Active","dc.homepage-ask_the_community"
"Homepage::Ask the Community Asterisk Description","English","*Please note that information found on the Liferay Community site is not supported and should be implemented at your own discretion.","*Por favor, ten en cuenta que la información que encuentres en el sitio de la Comunidad no está soportada y en caso de utilizarla será bajo tu responsabilidad","Active","dc.homepage-ask_the_community_asterisk_description"
"Homepage::Ask the Community Description","English","Learn and share knowledge with community members.","Aprende y comparte tu conocimiento con los demás miembros de la Comunidad","Active","dc.homepage-ask_the_community_description"
"Homepage::Browse by Product","English","Browse by Product","Consulta por producto","Active","dc.homepage-browse_by_product"
"Homepage::Contact Us Asterisk Description","English","*24/7 phone support is available for Platinum Level Critical issues only.","El soporte telefónico 24/7sólo está disponible para incidencias críticas del nivel Platinum","Active","dc.homepage-contact_us_asterisk_description"
"Homepage::Contact Us Description","English","Speak with a Liferay Support team member by phone.","Habla directamente por teléfono con un miembro del equipo de soporte","Active (Out of date)","dc.homepage-contact_us_description"
"Homepage::Events","English","Events","Eventos","Active","dc.homepage-events"
"Homepage::Fix Pack Updates","English","Fix Pack Updates","Actualizaciones de Fix Packs","Active","dc.homepage-fix_pack_updates"
"Homepage::How can we help?","English","How can we help?","¿Cómo podemos ayudarte?","Active","dc.homepage-how_can_we_help"
"Homepage::Learn More","English","Learn More","Conoce más","Active","dc.homepage-learn_more"
"Homepage::Liferay Global Services","English","Liferay Global Services","Liferay Global Services","Active","dc.homepage-liferay_global_services"
"Homepage::Liferay Global Services Description","English","Gain extensive product and development knowledge from experts to maximize your ROI.","Aumenta tu conocimiento sobre el producto y el desarrollo gracias a expertos que te ayudarán a maximizar tu ROI","Active","dc.homepage-liferay_global_services_description"
"Homepage::Liferay University","English","Liferay University","Liferay University","Active","dc.homepage-liferay_university"
"Homepage::Liferay University Description","English","Train your team on the essentials of using Liferay with in-depth videos and hands-on exercises designed to mimic in-person training.","Forma a tu equipo en los puntos esenciales del uso de Liferay con videos detallados y ejercicios prácticos diseñados para simular una formación presencial","Active","dc.homepage-liferay_university_description"
"Homepage::Portal 5.2","English","Portal 5.2","Portal 5.2","Active","dc.homepage-portal_5_2"
"Homepage::Product Releases","English","Product Releases","Actualizaciones de producto","Active","dc.homepage-product_releases"
"Homepage::Search the Help Center","English","Search the Help Center","Busca en el Help Center","Active","dc.homepage-search_the_help_center"
"Homepage::Security Updates","English","Security Updates","Actualizaciones de seguridad","Active","dc.homepage-security_updates"
"Homepage::See More","English","See More","Más","Active","dc.homepage-see_more"
"Homepage::Still Need Help?","English","Still Need Help?","¿Necesitas más ayuda?","Active","dc.homepage-still_need_help"
"Homepage::Submit a Ticket Description","English","Open a support case to report an issue and get help from a Liferay Support Team member.","Abre un ticket para informarnos de una incidencia y que un miembro del equipo de soporte pueda ayudarte","Active","dc.homepage-submit_a_ticket_description"
"How Can We Help","English","How can we help?","¿Cómo podemos ayudarte?","Active","dc.how_can_we_help"
"Knowledge Base","English","Knowledge Base","Biblioteca Técnica","Active","dc.knowledge_base"
"Known Issues","English","Known Issues","Incicencias conocidas","Active","dc.known_issues"
"Let us know if you cant find a solution to your issue","English","Let us know if you can't find a solution to your issue.","Indícanos si no has podido encontrar una solución a tu consulta","Active","dc.let_us_know_if_you_cant_find_a_solution_to_your_issue"
"Long-Term Resolution::Bug Fix","English","Bug Fix","Arreglo de error","Active","dc.long-term_resolution-bug_fix"
"Long-Term Resolution::Developer Documentation","English","Developer Documentation","Documentación para los desarrolladores","Active","dc.long-term_resolution-developer_documentation"
"Long-Term Resolution::Product Improvement","English","Product Improvement","Mejora de producto","Active","dc.long-term_resolution-product_improvement"
"Long-Term Resolution::User Documentation","English","User Documentation","Documentación para los usuarios","Active","dc.long-term_resolution-user_documentation"
"Mega Menu::Account Support","English","Account Support","Soporte de la cuenta","Active","dc.mega_menu-account_support"
"Mega Menu::Account Support Description","English","Learn more about designated contacts for your project","","","dc.mega_menu-account_support_description"
"Mega Menu::Activation Keys","English","Activation Keys","Códigos de activación","Active","dc.mega_menu-activation_keys"
"Mega Menu::Activation Keys Description","English","Activate your environments to start a project","Activa tus entornos para comenzar el proyecto","Active (Out of date)","dc.mega_menu-activation_keys_description"
"Mega Menu::Analytics Cloud","English","Analytics Cloud","Analytics Cloud","Active","dc.mega_menu-analytics_cloud"
"Mega Menu::Announcements","English","Announcements","Anuncios","Active","dc.mega_menu-announcements"
"Mega Menu::Announcements Description","English","Updates on products and system improvements","Actualizaciones de productos y mejoras del sistema","Active","dc.mega_menu-announcements_description"
"Mega Menu::Commerce","English","Commerce","Commerce","Active","dc.mega_menu-commerce"
"Mega Menu::Compatibility Matrix","English","Compatibility Matrix","Matriz de compatibilidad","Active","dc.mega_menu-compatibility_matrix"
"Mega Menu::Compatibility Matrix Description","English","Supported configurations for Liferay products","Configuraciones compatibles con los productos de Liferay","Active","dc.mega_menu-compatibility_matrix_description"
"Mega Menu::Contact Us","English","Contact Us","Contacta con nosotros","Active","dc.mega_menu-contact_us"
"Mega Menu::Documentation","English","Documentation","Documentación","Active","dc.mega_menu-documentation"
"Mega Menu::Documentation Description","English","Product guides, tutorials, and reference docs","Guías de producto, tutoriales y documentos de referencia","Active","dc.mega_menu-documentation_description"
"Mega Menu::Downloads","English","Downloads","Descargas","Active","dc.mega_menu-downloads"
"Mega Menu::Downloads Description","English","Products, service packs, fix packs, and security fixes","Productos, service packs, fix packs, y parches de seguridad","Active","dc.mega_menu-downloads_description"
"Mega Menu::DXP 7.0","English","DXP 7.0","DXP 7.0","Active","dc.mega_menu-dxp_7_0"
"Mega Menu::DXP 7.1","English","DXP 7.1","DXP 7.1","Active","dc.mega_menu-dxp_7_1"
"Mega Menu::DXP Cloud","English","DXP Cloud","DXP Cloud","Active","dc.mega_menu-dxp_cloud"
"Mega Menu::Fix Delivery Method","English","Fix Delivery Method","Método de entrega de los Fix","Active","dc.mega_menu-fix_delivery_method"
"Mega Menu::Fix Delivery Method Description","English","How Liferay delivers software updates","Cómo entrega Liferay las actualizaciones de producto","Active","dc.mega_menu-fix_delivery_method_description"
"Mega Menu::Fix Pack Tool","English","Fix Pack Tool","Fix Pack Tool","Active","dc.mega_menu-fix_pack_tool"
"Mega Menu::Fix Pack Tool Description","English","View highlights and release notes for Liferay DXP fix packs","Consulta los puntos destacados y las notas de publicación de los fix packs de Liferay","Active","dc.mega_menu-fix_pack_tool_description"
"Mega Menu::Knowledge Base","English","Knowledge Base","Biblioteca técnica","Active","dc.mega_menu-knowledge_base"
"Mega Menu::Knowledge Base Description","English","Articles on recurring topics, issues, and themes","Artículos sobre contenidos, cuestiones y temas frecuentes","Active","dc.mega_menu-knowledge_base_description"
"Mega Menu::My Tickets","English","My Tickets","Mis tickets","Active","dc.mega_menu-my_tickets"
"Mega Menu::Overview","English","Security Overview","Resumen de Seguridad ","Active","dc.mega_menu-overview"
"Mega Menu::Overview Description","English","How Liferay approaches security","Cómo aborda Liferay la seguridad","Active","dc.mega_menu-overview_description"
"Mega Menu::Portal 5.2","English","Portal 5.2","Portal 5.2","Active","dc.mega_menu-portal_5_2"
"Mega Menu::Portal 6.0","English","Portal 6.0","Portal 6.0","Active","dc.mega_menu-portal_6_0"
"Mega Menu::Portal 6.1","English","Portal 6.1","Portal 6.1","Active","dc.mega_menu-portal_6_1"
"Mega Menu::Portal 6.2","English","Portal 6.2","Portal 6.2","Active","dc.mega_menu-portal_6_2"
"Mega Menu::Products","English","Products","Productos","Active","dc.mega_menu-products"
"Mega Menu::Project Details","English","Project Details","Detalles del proyecto","Active","dc.mega_menu-project_details"
"Mega Menu::Reporting Security Issues","English","Reporting Security Issues","Informar de vulnerabilidades de seguridad","Active","dc.mega_menu-reporting_security_issues"
"Mega Menu::Reporting Security Issues Description","English","Process for reporting security vulnerabilities","Procedimiento para informar de vulnerabilidades de seguridad","Active","dc.mega_menu-reporting_security_issues_description"
"Mega Menu::Resources","English","Resources","Recursos","Active","dc.mega_menu-resources"
"Mega Menu::Security","English","Security","Seguridad","Active","dc.mega_menu-security"
"Mega Menu::Security Advisories","English","Security Advisories","Avisos de seguridad","Active","dc.mega_menu-security_advisories"
"Mega Menu::Security Advisories Description","English","Information and fixes for known vulnerabilities","Política sobre las vulnerabilidades de seguridad conocidas en los productos Liferay","Active","dc.mega_menu-security_advisories_description"
"Mega Menu::Security and Disclosure Policy","English","Security Policies","Políticas de seguridad","Active","dc.mega_menu-security_and_disclosure_policy"
"Mega Menu::Security and Disclosure Policy Description","English","Policy for reported security issues in Liferay products","Política sobre las vulnerabilidades de seguridad conocidas en los productos Liferay","Active","dc.mega_menu-security_and_disclosure_policy_description"
"Mega Menu::Service Levels","English","Service Levels","Niveles de soporte","Active","dc.mega_menu-service_levels"
"Mega Menu::Service Levels Description","English","Benefits included with each subscription level","Beneficios incluidos en cada nivel de suscripción","Active","dc.mega_menu-service_levels_description"
"Mega Menu::Service Life","English","Service Life","Ciclo de vida","Active","dc.mega_menu-service_life"
"Mega Menu::Service Life Description","English","End of life policies for Liferay products","Fin del ciclo de vida de los productos Liferay","Active","dc.mega_menu-service_life_description"
"Mega Menu::Submit a Ticket","English","Submit a Ticket","Abrir un ticket","Active","dc.mega_menu-submit_a_ticket"
"Mega Menu::Support","English","Support","Soporte","Active","dc.mega_menu-support"
"Mega Menu::Support Coverage","English","Support Coverage","Alcance del servicio de soporte","Active","dc.mega_menu-support_coverage"
"Mega Menu::Support Coverage Description","English","Overview of Liferay's support policies","Las políticas de soporte de Liferay de un vistazo","Active","dc.mega_menu-support_coverage_description"
"Mega Menu::Support FAQs","English","Support FAQ","Preguntas frecuentes a soporte","Active (Out of date)","dc.mega_menu-support_faqs"
"Mega Menu::Support FAQs Description","English","Answers to common support-related questions","Respuestas a las preguntas de soporte más frecuentes","Active","dc.mega_menu-support_faqs_description"
"Mega Menu_Announcements","English","Announcements","Anuncios","Active","dc.mega_menu_announcements"
"No Articles in Section","English","No Articles in Section","No hay artículos en esta sección","Active","dc.no_articles_in_section"
"No Section in Category","English","No Section in Category","No hay sección en esta categoría","Active","dc.no_section_in_category"
"Portal","English","Portal","Portal","Active","dc.portal"
"Products","English","Products","Productos","Active","dc.products"
"Product Field::Liferay DXP","English","Liferay DXP","Liferay DXP","Active","dc.product_field-liferay_dxp"
"Product Field::Liferay Portal","English","Liferay Portal","Liferay Portal","Active","dc.product_field-liferay_portal"
"Product Field::Management Tools (LCS)","English","Management Tools (LCS)","Management Tools (LCS)","Active","dc.product_field-management_tools_lcs"
"Product Field::Mobile Device Detection","English","Mobile Device Detection","Mobile Device Detection","Active","dc.product_field-mobile_device_detection"
"Product Field::Mobile Experience","English","Mobile Experience","Mobile Experience","Active","dc.product_field-mobile_experience"
"Product Field::Productivity Tools (Sync)","English","Productivity Tools (Sync)","Productivity Tools (Sync)","Active","dc.product_field-productivity_tools_sync"
"Product Field::Social Office","English","Social Office","Social Office","Active","dc.product_field-social_office"
"Project Details","English","Project Details","Detalles del Proyecto","Active","dc.project_details"
"Quick Links","English","Quick Links","Enlaces directos","Active","dc.quick_links"
"Related Sites","English","Related Sites","Sitios relacionados","Active","dc.related_sites"
"Resources","English","Resources","Recursos","Active","dc.resources"
"Section::Fix Pack Update","English","Fix Pack Update","Actualizaciones de Fix Pack","Active","dc.section-fix_pack_update"
"Section::General","English","General","General","Active","dc.section-general"
"Section::How-to","English","How-to","Procedimientos","Active","dc.section-how-to"
"Section::Not Supported","English","Not Supported","No soportado","Active","dc.section-not_supported"
"Section::Product Release","English","Product Release","Lanzamientos de productos","Active","dc.section-product_release"
"Section::Security Alert","English","Security Alert","Alertas de seguridad","Active","dc.section-security_alert"
"Section::Supported","English","Supported","Soportado","Active","dc.section-supported"
"Section::Support Policy","English","Support Policy","Política de soporte","Active","dc.section-support_policy"
"Section::System Update","English","System Update","Actualizaciones del sistema","Active","dc.section-system_update"
"Section::Troubleshooting","English","Troubleshooting","Diagnóstico de problemas","Active","dc.section-troubleshooting"
"Security","English","Security","Seguridad","Active","dc.security"
"Sorry We Searched Far Into Outer Space But Couldnt Find","English","Sorry! We searched far into outer space, but couldn't find","Lo sentimos, hemos buscado hasta en el espacio exterior, pero no lo hemos encontrado","Active","dc.sorry_we_searched_far_into_outer_space_but_couldnt_find"
"Still Need Help","English","Still Need Help?","¿Necesitas más ayuda?","Active","dc.still_need_help"
"Sub-Status::Completed","English","Completed","Completado","Active","dc.sub-status-completed"
"Sub-Status::Reproduced","English","Reproduced","Reproducido","Active","dc.sub-status-reproduced"
"Sub-Status::Resolution Planning","English","Resolution Planning","Planificando la resolución","Active","dc.sub-status-resolution_planning"
"Sub-Status::Solution Proposed","English","Solution Proposed","Solución propuesta","Active","dc.sub-status-solution_proposed"
"Subject Ticket Field - Title","English","Subject","Título","Active","dc.subject_ticket_field_-_title"
"Submit a Ticket","English","Submit a Ticket","Abrir un ticket","Active","dc.submit_a_ticket"
"Support","English","Support","Soporte","Active","dc.support"
"Support Information","English","Support Information","Información de soporte","Active","dc.support_information"
"System Status::Completely shutdown","English","Completely shutdown","Completamente apagado","Active","dc.system_status-completely_shutdown"
"System Status::Fully functional with observed errors","English","Fully functional with observed errors","Totalmente operativo con errores observados","Active","dc.system_status-fully_functional_with_observed_errors"
"System Status::Functioning with limited capabilities","English","Functioning with limited capabilities","Funcionando con capacidades limitadas","Active","dc.system_status-functioning_with_limited_capabilities"
"System Status::General question about the product","English","General question about the product","Preguntas generales sobre el producto","Active","dc.system_status-general_question_about_the_product"
"System Status::Severely impacted or inoperable","English","Severely impacted or inoperable","Gravemente afectado o inoperativo","Active","dc.system_status-severely_impacted_or_inoperable"
"System Status::Unstable with periodic interruptions","English","Unstable with periodic interruptions","Inestable con interrupciones periodicas ","Active","dc.system_status-unstable_with_periodic_interruptions"
"Component::APIO Architect","English","APIO Architect","Arquitectura APIO","Active","dc.ticket_view-apio_architect"
"Ticket View::Assignee","English","Assignee","Asignado a","Active","dc.ticket_view-assignee"
"Ticket View::Component (Commerce)","English","Component","Componente","Active","dc.ticket_view-component_commerce"
"Ticket View::Component (DXP)","English","Component","Componente","Active","dc.ticket_view-component_dxp"
"Ticket View::Component (Portal)","English","Component","Componente","Active","dc.ticket_view-component_portal"
"Ticket View::Description","English","Description","Descripción","Active","dc.ticket_view-description"
"Ticket View::Environment","English","Environment","Entorno","Active","dc.ticket_view-environment"
"Ticket View::File Attachment","English","Add large files over 20MB here","Sube aquí archivos de más de 20MB","Active","dc.ticket_view-file_attachment"
"Ticket View::Long-Term Resolution","English","Long-Term Resolution","Resolución a largo plazo","Active","dc.ticket_view-long-term_resolution"
"Ticket View::Priority","English","Priority","Prioridad","Active","dc.ticket_view-priority"
"Ticket View::Product","English","Product","Producto","Active","dc.ticket_view-product"
"Ticket View::Sub-Status","English","Sub-Status","Subestado","Active","dc.ticket_view-sub-status"
"Ticket View::Subject","English","Subject","Título","Active","dc.ticket_view-subject"
"Ticket View::System Stable","English","System Stable","Sistema estable","Active","dc.ticket_view-system_stable"
"Ticket View::System Status","English","System Status","Estado del sistema","Active","dc.ticket_view-system_status"
"View All","English","View All","Ver todos","Active","dc.view_all"
"We are sorry but you do not have access to submit a support ticket","English","We are sorry, but you do not have access to submit a support ticket.","Lo sentimos, pero no tienes acceso para abrir un ticket de soporte","Active","dc.we_are_sorry_but_you_do_not_have_access_to_submit_a_support_ticket"
